station,n_connections,connected_to
1L.ST30,8,CA.CARA;CA.CFAR;CA.CPAL;MN.RTC;PM.PESTR;PM.PFVI;PM.PMOZ;WM.UCM
X5.CHIN,8,X5.CTSN;X5.JENN;X5.KIMN;X5.MARN;X5.MNGN;X5.NOTN;X5.PNGN;X5.SHMN
YL.BEKI,8,GE.APE;GE.TIRR;GE.ZKR;MN.VTS;XS.N039;XS.S037;XS.S040;YL.ARSL
EP.CHC4,8,CI.PDM;IM.TX02;MX.ZAIG;N4.237B;US.AMTX;US.MVCO;X2.CRAT;ZW.AZCF
1D.WELC,8,1D.ATOL;1D.BREN;1D.ELSW;1D.FOWL;1D.KIBB;AI.ESPZ;YT.HOWD;YT.MECK
XA.SA04,8,XA.SA01;XA.SA03;XA.SA10;XA.SA18;XA.SA20;XA.SA26;XA.SA38;XA.SA81
1G.EA29,8,1G.WA05;1G.WA08;1G.WA17;1G.WA20;CB.DL2;CB.SNY;IC.HIA;IC.XAN
TC.TRT1,8,CM.PRV;CM.SJC;CY.CBCY;GI.PETF;NU.CSGN;NU.ESPN;OV.CCOL;YU.MD04
GE.MRNI,8,GE.APE;GE.SKD;MN.KEG;XG.BYBT;XG.DGSU;XG.ERGN;XG.KTLN;XG.MSDY
XF.H1415,8,IC.LSA;II.NIL;XE.ES03;XE.ES11;XE.ES19;XE.SP18;XF.H1210;XF.H1630
II.KAPI,8,YC.SBA8;YS.BULE;YS.HADA;YS.MTNG;YS.ONIX;YS.SARA;YS.SAVU;YS.TL06
XE.ROSL,8,BL.NAVB;BL.PTMB;GT.CPUP;XE.CRUZ;XE.LAJO;XE.PACH;XE.SALI;XE.UYUN
8B.416,8,8B.402;8B.430;IC.SSE;IC.XAN;ZV.GUNA;ZV.LORI;ZV.MAQU;ZV.XWAN
XC.OR061,8,IE.BCYI;IE.IRCI;MB.HRY;US.HAWA;XC.OR088;XE.SNPG9;XQ.ME10;XQ.ME62
YS.SAVU,8,II.KAPI;S1.AUDHS;YS.BULE;YS.HADA;YS.MTNG;YS.ONIX;YS.SARA;YS.TL06
YL.ARSL,8,GE.APE;GE.TIRR;GE.ZKR;MN.VTS;XS.N039;XS.S037;XS.S040;YL.BEKI
GI.AVPA,8,CM.PRV;CW.SOR;GI.PETF;NU.BILN;NU.CSGN;NU.ESPN;NU.SIUN;OV.CCOL
XP.N100,8,XP.DIHI;XP.E006;XP.MINN;XP.N028;XP.N044;XP.N060;XP.N076;XP.N116
Y2.PURG,8,IC.LSA;II.NIL;X4.C13;XI.TANG;Y2.GUGE;Y2.NOCO;Y2.WT06;Y2.WT12
3E.MEL15,8,C1.AC02;C1.AF02;C1.CO05;C1.LL02;C1.LL05;C1.LR04;C1.VA04;GT.PLCA
XW.PDG,8,II.AAK;KN.ULHL;KZ.MAKZ;XW.AKSU;XW.ATUS;XW.BCHU;XW.KHA;XW.KSA
8B.430,8,8B.402;8B.416;IC.SSE;IC.XAN;ZV.GUNA;ZV.LORI;ZV.MAQU;ZV.XWAN
Z1.LBSA,8,YL.A14W;YL.B14W;YL.F01;YL.N01W;YL.S02W;Z1.MOAL;Z1.VABL;Z1.VAVP
TC.ICC3,8,8G.EC17;CM.MAP;CM.PRV;CM.TUM;EC.SALI;NU.CSGN;NU.ESPN;OV.CCOL
PQ.ULUN,8,AK.C27K;AK.E27K;AK.G27K;NY.MAYO;PQ.CMBN;PQ.KLONY;PQ.RICHY;PQ.TUKN
YL.B14W,8,YL.A14W;YL.F01;YL.N01W;YL.S02W;Z1.LBSA;Z1.MOAL;Z1.VABL;Z1.VAVP
XW.GHDI,8,XW.ADEN;XW.DAMT;XW.MAWI;XW.MOKA;XW.MUKA;XW.SAUM;XW.SIMA;XW.TAMU
TT.THTN,8,AC.VLO;MN.BNI;MN.CLTB;MN.VSL;MN.WDD;TT.TAMR;TT.TATN;XB.PS57
MY.SBM,8,MY.KOM;MY.KSM;TW.VNAS;YC.SBA2;YC.SBA8;YC.SBC5;YC.SBE1;YC.SBF4
YS.HADA,8,II.KAPI;S1.AUDHS;YS.BULE;YS.MTNG;YS.ONIX;YS.SARA;YS.SAVU;YS.TL06
ZF.LYDE,8,XW.ADEN;XW.DAMT;XW.MAWI;XW.MOKA;XW.MUKA;XW.SAUM;XW.TAMU;ZF.HYNE
PR.SNC1,8,CU.ANWB;CU.BBGH;CU.GRGR;CU.GRTK;PR.IMPR;WI.SLBI;ZC.HMDR;ZC.SODR
RU.ERBR,8,GE.TIRR;GF.TEPE;KO.KARS;MP.DHK1;RU.ANN;RU.R27;RU.VSLR;XA.GP03
XN.B15,8,AK.DCPH;AK.PAX;AK.PPLA;XN.A06;XN.A16;XN.B07;XN.B11;XN.BC03
XA.SA73,8,XA.SA18;XA.SA29;XA.SA38;XA.SA60;XA.SA64;XA.SA71;XA.SA76;XA.SA80
Y5.HON,8,II.FFC;MB.HRY;US.DGMT;US.HAWA;Y5.DOR;Y5.FMC;Y5.PER;Y5.RW1
YY.NGLE,8,XJ.LN25;YY.ABMD;YY.CHGE;YY.DAQU;YY.GORE;YY.MGNA;YY.NEKE;YY.SHER
XW.BCHU,8,II.AAK;II.NIL;KN.ULHL;KZ.MAKZ;XR.ST40;XW.KHA;XW.KSA;XW.PDG
S1.AUAPY,8,M8.AY41;M8.TEFOZ;OZ.HKER;OZ.MRAT;S1.AUALC;S1.AUCAS;S1.AUJCS;S1.AUROX
Z1.MOAL,8,YL.A14W;YL.B14W;YL.F01;YL.N01W;YL.S02W;Z1.LBSA;Z1.VABL;Z1.VAVP
YL.N01W,8,YL.A14W;YL.B14W;YL.F01;YL.S02W;Z1.LBSA;Z1.MOAL;Z1.VABL;Z1.VAVP
MR.MRIV,8,G.ROCAM;XV.ANLA;XV.BITY;XV.LAHA;XV.MAHA;XV.SOLA;XV.VATO;XV.ZOBE
CM.MAP,8,CM.PRV;CM.RUS;CM.TUM;EC.SALI;EC.TULM;NU.ESPN;OV.CCOL;TC.ICC3
IU.TEIG,8,CY.CBCY;NU.CSGN;NU.ESPN;TO.EGIP;TO.MONT;TO.SAFR;YO.F6;YO.N11
S1.AUKAT,8,2O.BTL04;IM.I07H8;S1.AUALC;S1.AUDHS;S1.AUNHS;YS.MTNG;YS.ONIX;YS.TL06
7D.G13B,8,7D.G26B;7D.J20B;NN.RUB;PB.B934;US.HAWA;X9.BB240;X9.BB420;XT.D58
ZB.LUNG,8,MY.KOM;MY.KSM;MY.KUM;ZB.L10S;ZB.LAIS;ZB.PPNG;ZB.TIKU;ZB.Y30S
ZB.TIKU,8,MY.KOM;MY.KUM;ZB.L10S;ZB.LAIS;ZB.LUNG;ZB.N60B;ZB.PPNG;ZB.Y30S
XA.SA10,8,XA.SA01;XA.SA03;XA.SA04;XA.SA18;XA.SA20;XA.SA26;XA.SA35;XA.SA38
X9.BB240,8,7D.G13B;7D.G26B;7D.J20B;NN.RUB;PB.B934;US.HAWA;X9.BB420;XT.D58
RU.VSLR,8,GE.TIRR;GF.TEPE;KO.KARS;MP.DHK1;RU.ANN;RU.ERBR;RU.R27;XA.GP03
TR.TOSP,8,CU.ANWB;CU.BBGH;CU.GRGR;TR.DLPL;VE.BAUV;WI.SLBI;YU.NL02;ZZ.XSJN
AF.HARE,8,AF.BLWY;AF.KTWE;AF.LBB;AF.MOPA;AF.POGA;AF.TEZI;IU.LSZ;ZQ.AAM2
X9.BB420,8,7D.G13B;7D.G26B;7D.J20B;NN.RUB;PB.B934;US.HAWA;X9.BB240;XT.D58
XN.BC03,8,AK.DCPH;XN.A06;XN.A16;XN.B07;XN.B11;XN.B15;XY.BN23;XY.BS07
XA.SA71,8,XA.SA18;XA.SA29;XA.SA38;XA.SA60;XA.SA64;XA.SA73;XA.SA76;XA.SA80
AK.ATKA,8,9C.2A11;AK.FALS;AK.M11K;AK.SPIA;AT.SMY;IU.ADK;XO.WD67;XO.WD69
1P.CURI,8,1P.EIDA;1P.GUMN;1P.LVAN;1P.MAMA;1P.OHRS;1P.PMOR;C1.LL02;C1.MG02
NR.NE78,8,IM.TX02;NR.NE74;NR.NE75;NR.NE79;NR.NE80;NR.NE81;NR.NE82;NR.NE83
XN.A06,8,AK.DCPH;XN.A16;XN.B07;XN.B11;XN.B15;XN.BC03;XY.BN23;XY.BS07
DK.NRS,8,9D.KNS;DK.ANGG;DK.DY2G;DK.ICESG;DK.SOEG;G.IVI;GG.SE1;PO.NANL
X4.F06,8,IC.LSA;X4.A01;X4.C13;X4.D26;XO.JSO2;Z8.356;Z8.365;Z8.373
YY.SHER,7,YY.ABMD;YY.CHGE;YY.DAQU;YY.GORE;YY.MGNA;YY.NEKE;YY.NGLE
YY.ABMD,7,YY.CHGE;YY.DAQU;YY.GORE;YY.MGNA;YY.NEKE;YY.NGLE;YY.SHER
ZV.CHAA,7,AF.KTWE;AF.LBB;XJ.LN25;YQ.KIMO;YQ.MATA;YQ.MFRI;YQ.VWZM
1G.WOP01,7,1G.NOP01;1G.WOP11;1G.WOP23;CB.WHN;IC.XAN;YP.NE32;YP.NE61
YS.PL19,7,YS.MRKH;YS.NGOK;YS.PL03;YS.PL08;YS.PL14;YS.PL21;YS.PL27
YT.AGO3,7,YT.DUFK;YT.EAGL;YT.HOWE;YT.PECA;YT.RMBO;YT.SWEI;YT.THRO
XD.RUNG,7,IU.LSZ;XD.HALE;XD.INZA;XD.KIBA;XD.KOMO;XD.SING;XD.URAM
BL.TRIB,7,BL.AGVB;BL.CDCB;BL.FURB;BL.IBIB;BL.NAVB;BL.PPDB;BL.PTMB
ZL.CHUM,7,GT.CPUP;IU.TRQA;X6.NS10;XH.ESP03;ZL.BARR;ZL.COLO;ZL.NOQE
XE.WW01,7,G.TAOE;XE.CC07;XE.EC01;XE.EE02;XE.EE04;XE.WC02;XE.WW03
XE.EE02,7,G.TAOE;XE.CC07;XE.EC01;XE.EE04;XE.WC02;XE.WW01;XE.WW03
YF.N6029,7,GE.HLG;GE.PUL;GE.RGN;II.LVZ;IU.KEV;YF.N6002;YF.N6017
Z7.FAG,7,DK.ANGG;DK.SCO;DK.SOEG;EI.IDGL;GB.DRUM;GB.LRW;NO.JMIC
XW.AKSU,7,II.AAK;II.NIL;KN.ULHL;KZ.MAKZ;XW.KHA;XW.KSA;XW.PDG
XP.DIHI,7,XP.E006;XP.E026;XP.MINN;XP.N028;XP.N044;XP.N076;XP.N100
IU.SAML,7,IU.PTGA;ZD.FS07;ZG.CB14;ZG.CB34;ZG.CP12;ZG.CP13;ZG.CP19
TO.MULU,7,NR.NE83;TO.CARR;TO.SAFR;XF.MA28;XF.MA36;XF.MA40;ZL.S05
YS.PL14,7,YS.MRKH;YS.NGOK;YS.PL03;YS.PL08;YS.PL19;YS.PL21;YS.PL27
XP.E006,7,XP.DIHI;XP.E026;XP.MINN;XP.N028;XP.N044;XP.N076;XP.N100
X7.MC14,7,II.TLY;KZ.MAKZ;QZ.SEM;QZ.TDK;QZ.USHN;QZ.ZSN;X7.MC06
EC.BOSC,7,8G.EC17;CM.TUM;EC.MCRA;EC.PUYO;EC.SALI;EC.TULM;II.NNA
Z1.Z21G,7,AF.RUDU;BX.KGCAE;BX.XAUDM;Z1.Z01J;Z1.Z09L;Z1.Z16N;Z1.Z34S
CK.MNAS,7,II.AAK;II.NIL;KN.ULHL;KR.BTK;KR.SFK;KZ.MAKZ;KZ.OTUK
YY.NEKE,7,YY.ABMD;YY.CHGE;YY.DAQU;YY.GORE;YY.MGNA;YY.NGLE;YY.SHER
XE.WC02,7,G.TAOE;XE.CC07;XE.EC01;XE.EE02;XE.EE04;XE.WW01;XE.WW03
GE.MLR,7,GE.APE;GE.PSZ;IU.KIEV;MN.VTS;XH.SAR;YF.DUOK;YF.HVAR
ON.GDU01,7,BL.PMNB;ON.ABR01;ON.ALF01;ON.ANA01;ON.NAN01;ON.RIB01;ON.VAS01
XE.WW03,7,G.TAOE;XE.CC07;XE.EC01;XE.EE02;XE.EE04;XE.WC02;XE.WW01
ON.ABR01,7,BL.PMNB;BL.RCLB;ON.ALF01;ON.ANA01;ON.GDU01;ON.RIB01;ON.VAS01
ZF.HYNE,7,XW.ADEN;XW.DAMT;XW.MAWI;XW.MOKA;XW.MUKA;XW.SAUM;ZF.LYDE
6H.FUNH,7,6H.MASS;AF.BLWY;IU.LSZ;XV.MMBE;XV.NAPU;XV.SENA;XV.TETE
X5.SHMN,7,X5.CHIN;X5.CTSN;X5.KIMN;X5.MARN;X5.MNGN;X5.NOTN;X5.PNGN
YS.PL21,7,YS.MRKH;YS.NGOK;YS.PL03;YS.PL08;YS.PL14;YS.PL19;YS.PL27
YY.CHGE,7,YY.ABMD;YY.DAQU;YY.GORE;YY.MGNA;YY.NEKE;YY.NGLE;YY.SHER
ZL.COLO,7,GT.CPUP;IU.TRQA;X6.NS10;XH.ESP03;ZL.BARR;ZL.CHUM;ZL.NOQE
EC.SALI,7,CM.MAP;CM.TUM;EC.BOSC;EC.MCRA;EC.PUYO;EC.TULM;TC.ICC3
YY.GORE,7,YY.ABMD;YY.CHGE;YY.DAQU;YY.MGNA;YY.NEKE;YY.NGLE;YY.SHER
ZL.NOQE,7,GT.CPUP;IU.TRQA;X6.NS10;XH.ESP03;ZL.BARR;ZL.CHUM;ZL.COLO
7D.G36D,7,C8.MWAB;IE.BCYI;NC.G005;NN.RUB;PB.B934;TO.CC08;US.HAWA
YS.PL08,7,YS.MRKH;YS.NGOK;YS.PL03;YS.PL14;YS.PL19;YS.PL21;YS.PL27
X4.C13,7,IC.LSA;X4.A01;X4.D26;X4.F06;XO.JSO2;Y2.NOCO;Y2.PURG
Y5.FMC,7,II.FFC;MB.HRY;US.DGMT;Y5.DOR;Y5.HON;Y5.PER;Y5.RW1
YS.BULE,7,II.KAPI;YS.HADA;YS.MTNG;YS.ONIX;YS.SARA;YS.SAVU;YS.TL06
YS.PL03,7,YS.MRKH;YS.NGOK;YS.PL08;YS.PL14;YS.PL19;YS.PL21;YS.PL27
XP.N044,7,XP.DIHI;XP.E006;XP.E026;XP.MINN;XP.N028;XP.N076;XP.N100
Y6.MALY,7,LD.FRNY;PO.LATQ;X8.QM38;X8.QM58;X8.QM76;X8.QMM5;Y6.HOLY
II.EFI,7,1P.EIDA;1P.LVAN;1P.MAMA;1P.PMOR;C1.MG02;XB.ELEF;XB.HAMB
YT.EAGL,7,AI.BELA;YT.AGO3;YT.DUFK;YT.PECA;YT.RMBO;YT.STEW;YT.THRO
7D.FN16A,7,IE.BCYI;MB.HRY;NN.RUB;PB.B934;US.HAWA;XT.D58;Y5.PER
ZL.BARR,7,GT.PLCA;IU.TRQA;X6.NS10;XH.ESP03;ZL.CHUM;ZL.COLO;ZL.NOQE
GS.OK006,7,4P.MBB03;IM.TX02;KY.LLKY;US.AMTX;US.ECSD;US.MVCO;XR.SC25
ZB.LAIS,7,MY.KOM;MY.KSM;MY.KUM;ZB.LUNG;ZB.PPNG;ZB.TIKU;ZB.Y30S
ZB.Y30S,7,MY.KOM;MY.KUM;ZB.L10S;ZB.LAIS;ZB.LUNG;ZB.N60B;ZB.TIKU
XA.AX08,7,AB.HASN;MP.AMR2;MP.DHK1;MP.KAR2;MP.SLY1;XA.EP15;YL.WKZ15
XP.MINN,7,XP.DIHI;XP.E006;XP.E026;XP.N028;XP.N044;XP.N076;XP.N100
7K.AN4,7,C8.FORQ;C8.PCAQ;LD.FRNY;PE.PAKC;PE.PBL2;PE.PSSK;YM.MHCG
XP.N028,7,XP.DIHI;XP.E006;XP.E026;XP.MINN;XP.N044;XP.N076;XP.N100
8G.EC17,7,CM.RUS;CM.TUM;EC.BOSC;EC.PUYO;EC.TULM;OV.CCOL;TC.ICC3
XJ.PZT,7,IU.MA2;XJ.APA;XJ.BNG;XJ.KGB;XJ.PAN;XJ.TIG;XJ.ZUP
YF.N6017,7,GE.HLG;GE.PUL;GE.RGN;II.LVZ;IU.KEV;YF.N6002;YF.N6029
X5.CTSN,7,X5.CHIN;X5.KIMN;X5.MARN;X5.MNGN;X5.NOTN;X5.PNGN;X5.SHMN
ZL.N06M,7,4P.MBB03;KY.LLKY;NM.SCMO;US.AMTX;XI.SM37;XO.MG05;Z9.W14
XE.EC01,7,G.TAOE;XE.CC07;XE.EE02;XE.EE04;XE.WC02;XE.WW01;XE.WW03
MP.ANB2,7,AB.HASN;GO.GHRG;KO.ELL;MP.DHK1;MP.KUT1;MP.SAM2;YB.SM05
XF.H1210,7,IC.LSA;XE.ES03;XE.ES11;XE.ES19;XE.SP18;XF.H1415;XF.H1630
GG.SE1,7,DK.ANGG;DK.DY2G;DK.ICESG;DK.NRS;DK.SOEG;G.IVI;GE.SUMG
YC.SBE1,7,MY.KSM;MY.SBM;RM.DLV;YC.SBA2;YC.SBA8;YC.SBC5;YC.SBF4
XR.NOM,7,AK.FALS;AK.GAMB;AK.PAX;AK.PPLA;AK.SPIA;AK.TNA;XR.GTM
YC.SBA8,7,II.KAPI;MY.KSM;MY.SBM;YC.SBA2;YC.SBC5;YC.SBE1;YC.SBF4
YY.SN34,7,GE.HLG;GE.IBBN;GE.RGN;GE.RUE;NL.HGN;UK.STED;YY.SN32
ON.NAN01,7,BL.PMNB;BL.RCLB;ON.ALF01;ON.GDU01;ON.PET01;ON.RIB01;ON.VAS01
YF.PB49,7,CH.FUORN;IU.KIEV;MN.DIVS;NL.HGN;YF.PB60;YG.CBP4F;ZU.PA69
YF.PB60,7,IU.KIEV;MN.DIVS;YF.PB49;YG.CBP2J;YG.CBP4F;YG.CBP4N;ZU.PA69
7D.J31C,7,7D.J36C;7D.J48C;7D.J53C;NC.G005;NN.RUB;PB.B934;US.HAWA
S1.AUALC,7,2O.BTL04;2O.BTL07;IM.I07H8;OZ.HKER;S1.AUAPY;S1.AUKAT;S1.AUROX
JP.JMZ,7,JP.JHS;JP.JMJ2;JP.JMN;JP.JNU;JP.JOW;JP.JSU;JP.JTU
ZP.LAEL,7,AF.LBB;AF.TEZI;IU.LSZ;YH.MOHO;YH.WALE;ZP.MGOR;ZP.PNDA
JP.JEW,7,1U.SHRD;JP.JGF;JP.JHJ2;JP.JMM;JP.JSD;JP.JTM;JP.JWT
BL.AGVB,7,BL.CDCB;BL.FURB;BL.IBIB;BL.NAVB;BL.PPDB;BL.PTMB;BL.TRIB
YM.37,7,IC.QIZ;IC.SSE;IU.TATO;JP.JOW;TW.KMNB;YM.12;YM.39
X5.NOTN,7,X5.CHIN;X5.CTSN;X5.KIMN;X5.MARN;X5.MNGN;X5.PNGN;X5.SHMN
MP.SLY1,7,1F.ANIM;AB.HASN;AB.PRLH;MP.DHK1;MP.KAR2;XA.AX08;XA.EP15
Y2.KKVN5,7,OZ.AWOON;S1.AUDCS;S1.AUGRF;S1.AUMOU;S1.AUPHS;S1.AUTKS;S1.AUUHS
XG.ELSH,7,IC.HIA;IC.XAN;IU.ULN;XG.MJPU;XG.XZHOU;ZX.215;ZX.230
RM.SZP,7,CB.GZH;HK.HKPS;IU.TATO;JP.JMJ2;TW.KMNB;TW.VDOS;TW.VNAS
YS.SARA,7,II.KAPI;YS.BULE;YS.HADA;YS.MTNG;YS.ONIX;YS.SAVU;YS.TL06
XE.CC07,7,G.TAOE;XE.EC01;XE.EE02;XE.EE04;XE.WC02;XE.WW01;XE.WW03
GE.CART,7,G.SSB;GE.MAHO;GE.MELI;GE.MTE;MN.BNI;MN.RTC;MN.VSL
XE.EE04,7,G.TAOE;XE.CC07;XE.EC01;XE.EE02;XE.WC02;XE.WW01;XE.WW03
YS.PL27,7,YS.MRKH;YS.NGOK;YS.PL03;YS.PL08;YS.PL14;YS.PL19;YS.PL21
XN.B11,7,AK.DCPH;AK.PAX;XN.A06;XN.A16;XN.B07;XN.B15;XN.BC03
XY.U54B,6,3A.L107;GT.PLCA;IU.TRQA;XH.ESP03;XY.U06B;XY.U72B
XW.ATUS,6,II.AAK;II.NIL;KN.ULHL;XW.KHA;XW.KSA;XW.PDG
Y2.GUGE,6,II.NIL;KR.SFK;Y2.NOCO;Y2.PURG;Y2.WT06;Y2.WT12
7B.SS03,6,7B.MM04;7B.MM12;7B.NM04;7B.NN01;7B.NN04;7B.SS01
7B.MM12,6,7B.MM04;7B.NM04;7B.NN01;7B.NN04;7B.SS01;7B.SS03
XG.XZHOU,6,IC.SSE;IC.XAN;XG.ELSH;XG.MJPU;ZX.215;ZX.230
XI.SODA,6,II.RAYN;XI.AFIF;XI.HALM;XI.RANI;XI.RIYD;XI.UQSK
ZP.PNDA,6,AF.LBB;IU.LSZ;YH.MOHO;YH.WALE;ZP.LAEL;ZP.MGOR
MP.AMR2,6,II.RAYN;KO.KARS;MP.DHK1;MP.KAR2;XA.AX08;XA.EP15
YQ.VWZM,6,AF.LBB;XJ.LN25;YQ.KIMO;YQ.MATA;YQ.MFRI;ZV.CHAA
XT.RPPC2,6,XT.ABPC;XT.B151;XT.CMPC;XT.MHTO;XT.PNCH;XT.SOMB
7B.SA05,6,7B.SA01;7B.SA03;7B.SA04;7B.SA06;7B.SA07;7B.SA08
BL.IBIB,6,BL.AGVB;BL.NAVB;BL.PPDB;BL.PTMB;BL.TRIB;GT.CPUP
TW.VNAS,6,IC.QIZ;MY.KSM;MY.SBM;RM.DLV;RM.SZP;TM.UBPT
XD.URAM,6,XD.HALE;XD.INZA;XD.KIBA;XD.KOMO;XD.RUNG;XD.SING
XI.AFIF,6,II.RAYN;XI.HALM;XI.RANI;XI.RIYD;XI.SODA;XI.UQSK
2A.46,6,2A.30;2A.32;2A.34;2A.39;2A.44;2A.48
X6.NS10,6,GT.CPUP;XH.ESP03;ZL.BARR;ZL.CHUM;ZL.COLO;ZL.NOQE
YY.SN32,6,GE.HLG;GE.IBBN;GE.RGN;GE.RUE;NL.HGN;YY.SN34
ZQ.103,6,IC.SSE;IC.XAN;IU.INCN;XG.MJPU;ZQ.159;ZQ.184
IM.I51H3,6,YO.D03;YO.X01;YO.X03;YO.X06;YO.X09;YO.X10
PB.GUAX,6,AP.PVFF;BC.PIX;BC.TJX;CI.CIA;CI.PDM;RE.BRBY3
ZU.PA69,6,CH.FUORN;IU.KIEV;MN.DIVS;NL.HGN;YF.PB49;YF.PB60
2A.48,6,2A.30;2A.32;2A.34;2A.39;2A.44;2A.46
ZB.L10S,6,MY.KOM;MY.KSM;MY.KUM;ZB.LUNG;ZB.TIKU;ZB.Y30S
7B.NN04,6,7B.MM04;7B.MM12;7B.NM04;7B.NN01;7B.SS01;7B.SS03
YM.39,6,IC.SSE;IU.TATO;JP.JOW;TW.KMNB;YM.12;YM.37
7B.NM04,6,7B.MM04;7B.MM12;7B.NN01;7B.NN04;7B.SS01;7B.SS03
XE.SALI,6,BL.PTMB;XE.CRUZ;XE.LAJO;XE.PACH;XE.ROSL;XE.UYUN
6H.INCA,6,AF.KTWE;AF.TEZI;IU.LSZ;ZP.ISOK;ZP.KISH;ZP.MPIK
Z1.Z01J,6,AF.RUDU;BX.XAUDM;Z1.Z09L;Z1.Z16N;Z1.Z21G;Z1.Z34S
Z8.341,6,IC.XAN;Z8.310;Z8.320;Z8.356;Z8.365;Z8.373
IU.MACI,6,3D.MM05;3D.MM15;IP.MTOR;PM.PMOZ;ZI.MB16;ZI.MB19
YY.DAQU,6,YY.ABMD;YY.CHGE;YY.GORE;YY.NEKE;YY.NGLE;YY.SHER
YC.SBC5,6,MY.KSM;MY.SBM;YC.SBA2;YC.SBA8;YC.SBE1;YC.SBF4
XA.SA80,6,XA.SA38;XA.SA60;XA.SA64;XA.SA71;XA.SA73;XA.SA76
TW.VDOS,6,CB.GZH;HK.HKPS;IC.QIZ;JP.JMJ2;RM.SZP;TW.KMNB
7B.NN01,6,7B.MM04;7B.MM12;7B.NM04;7B.NN04;7B.SS01;7B.SS03
YY.MGNA,6,YY.ABMD;YY.CHGE;YY.GORE;YY.NEKE;YY.NGLE;YY.SHER
YQ.KIMO,6,AF.LBB;XJ.LN25;YQ.MATA;YQ.MFRI;YQ.VWZM;ZV.CHAA
XR.GTM,6,AK.GAMB;AK.PAX;AK.PPLA;AK.SPIA;AK.TNA;XR.NOM
2A.34,6,2A.30;2A.32;2A.39;2A.44;2A.46;2A.48
XD.KIBA,6,XD.HALE;XD.INZA;XD.KOMO;XD.RUNG;XD.SING;XD.URAM
Y5.DOR,6,II.FFC;MB.HRY;US.DGMT;Y5.FMC;Y5.HON;Y5.PER
XD.HALE,6,XD.INZA;XD.KIBA;XD.KOMO;XD.RUNG;XD.SING;XD.URAM
XD.INZA,6,XD.HALE;XD.KIBA;XD.KOMO;XD.RUNG;XD.SING;XD.URAM
ON.TER01,6,BL.RCLB;GT.CPUP;ON.PET01;ON.TIJ01;ON.VAS01;XM.ANB18
YD.OBS10,6,GE.APE;GE.PSZ;MN.BNI;MN.VSL;MN.VTS;YI.BOB
XD.KOMO,6,XD.HALE;XD.INZA;XD.KIBA;XD.RUNG;XD.SING;XD.URAM
QZ.ALGA,6,II.ARTI;KZ.AB06;QZ.AKST;QZ.BRZS;QZ.FDRN;QZ.INDER
EC.MCRA,6,CM.TUM;EC.BOSC;EC.PUYO;EC.SALI;EC.TULM;II.NNA
II.UOSS,6,II.RAYN;KW.MIB;XW.SAWQ;XW.SIMA;XW.SUYR;XW.TAMU
2A.39,6,2A.30;2A.32;2A.34;2A.44;2A.46;2A.48
TO.SAFR,6,IM.TX02;IU.TEIG;TO.MULU;XF.MA28;XF.MA36;ZL.S05
XD.SING,6,XD.HALE;XD.INZA;XD.KIBA;XD.KOMO;XD.RUNG;XD.URAM
7B.SS01,6,7B.MM04;7B.MM12;7B.NM04;7B.NN01;7B.NN04;7B.SS03
YQ.MFRI,6,AF.KTWE;AF.LBB;YQ.KIMO;YQ.MATA;YQ.VWZM;ZV.CHAA
YC.SBF4,6,MY.KSM;MY.SBM;YC.SBA2;YC.SBA8;YC.SBC5;YC.SBE1
EC.MILO,6,3C.GS02;3C.NW09;3C.SL09;CM.TUM;EC.PUYO;EC.TULM
MP.SAM2,6,AB.HASN;II.RAYN;MP.ANB2;MP.DHK1;MP.KAR2;MP.KUT1
Z1.Z16N,6,AF.RUDU;BX.XAUDM;Z1.Z01J;Z1.Z09L;Z1.Z21G;Z1.Z34S
AF.GRM,6,AF.CVNA;AF.HVD;AF.PKA;AF.POGA;AF.UPI;ZQ.AAM2
7B.MM04,6,7B.MM12;7B.NM04;7B.NN01;7B.NN04;7B.SS01;7B.SS03
8B.402,6,8B.416;8B.430;IC.XAN;ZV.GUNA;ZV.LORI;ZV.MAQU
IU.RCBR,6,BL.PDCB;BL.TRSB;NB.AGBR;NB.OCBR;NB.PFBR;NB.SBBR
ON.ANA01,6,BL.PMNB;ON.ABR01;ON.ALF01;ON.GDU01;ON.RIB01;ON.VAS01
1G.WA05,6,1G.EA29;1G.WA08;1G.WA17;1G.WA20;IC.XAN;IU.ULN
YC.SBA2,6,MY.KSM;MY.SBM;YC.SBA8;YC.SBC5;YC.SBE1;YC.SBF4
XN.B07,6,AK.DCPH;AK.PAX;XN.A06;XN.B11;XN.B15;XN.BC03
YH.MTWA,6,YH.IFAK;YH.MOHO;YH.WALE;ZP.ISOK;ZP.KASM;ZP.MPIK
PL.HSPB,6,DK.DBG;DK.NOR;GE.DAG;IU.KBS;IU.KEV;NO.JMIC
XP.LZAE,6,TO.PE03;TO.PH20;XP.PLTP;YS.PARW;ZG.CB14;ZG.CP07
MH.P0011,6,3J.OBS26;3J.OBS28;3J.OBS30;MH.P0009;MH.P0010;MH.P0012
2A.30,6,2A.32;2A.34;2A.39;2A.44;2A.46;2A.48
XR.FA23,6,IE.IRCI;II.FFC;MB.HRY;XR.FA14;XR.FA24;XR.FA27
GE.TRTE,6,GE.MHV;GE.PUL;GE.RGN;GE.RUE;IU.KIEV;YV.NSS
